path_no,x(m),y(m)
575,11.735283761755655,0.6540438178166733
576,11.761271733772423,0.6541065050686892
577,11.787331484174642,0.6541739122369138
578,11.813341693878487,0.6542251956770907
579,11.839260823323295,0.6542699494826406
580,11.865250658744861,0.654315491037096
581,11.891311863296005,0.6543635011709183
582,11.91732208210736,0.6543926737124316
583,11.943242528614325,0.6544134303459108
584,11.969234008590634,0.6544355973077844
585,11.995291100033347,0.654461601835168
586,12.021296687738717,0.6544834168177346
587,12.047213744169158,0.6545076612306363
588,12.073206060866115,0.6545339824424541
589,12.099267715713331,0.6545611810997986
590,12.125271362403337,0.6545750238874065
591,12.151188178785066,0.6545914105229074
592,12.177181671967734,0.6546086461468507
593,12.203239619319532,0.654630124885244
594,12.229242934883233,0.6546460384393894
595,12.25515985887936,0.6546655569495009
596,12.281154248717462,0.6546869101969581
597,12.307216553471719,0.6547094578479746
598,12.333217611849378,0.6547174993943713
599,12.359135007435214,0.6547293099723489
600,12.385130559529482,0.6547428859900981
601,12.411189317939002,0.6547609398476537
602,12.437189902498726,0.6547725594169439
603,12.463106903697419,0.6547883425562105
604,12.48910347970226,0.6548060234572843
605,12.515166542605906,0.6548249720222069
606,12.541164875124274,0.6548286678965625
607,12.56708243064246,0.6548365955021259
608,12.593080081425942,0.6548463973028623
609,12.61913943826209,0.6548608051489575
610,12.645136917499864,0.6548681293501315
611,12.671054282947424,0.6548797473515292
612,12.697054187316695,0.6548886686667388
613,12.723119226260883,0.6548939885318651
614,12.749114379022073,0.6548827684085416
615,12.775033093665629,0.6548755965305106
616,12.801032804642873,0.6548704906412613
617,12.827090355619454,0.6548696114485913
618,12.853082419982433,0.654861704710527
619,12.879001154057644,0.654857146036726
620,12.905001943920867,0.6548549578332385
621,12.931060390771963,0.6548570090009125
622,12.957051076206344,0.6548521770119495
623,12.982969993014796,0.6548504566491785
624,13.00897201863415,0.6548514486905417
625,13.035031534302567,0.6548566066252542
626,13.061020942674098,0.6548551422593354
627,13.086939986157907,0.6548565599396358
628,13.112944615757794,0.6548572130588464
629,13.139004778381416,0.6548595585361469
630,13.164991712759338,0.6548544456747162
631,13.190911573802621,0.6548514635558265
632,13.216917118394454,0.6548486446291223
633,13.24297624911307,0.654845697855305
634,13.268960822804758,0.6548360547695178
635,13.294881567023175,0.6548274517447861
636,13.320886848228401,0.6548219525113158
637,13.346945475446645,0.6548199995618297
638,13.372928288165607,0.6548124464590708
639,13.398849594730457,0.6548052364406386
640,13.424856090876629,0.6548013062724003
641,13.450915327849932,0.6548007769063608
642,13.476896397100862,0.6547951724485954
643,13.502818278329814,0.654789195695046
644,13.5288267473151,0.6547845558268639
645,13.554885305309927,0.6547780849628196
646,13.580863806380131,0.6547669614296896
647,13.606786866603972,0.6547546400462511
648,13.632796346512139,0.6547454456627397
649,13.65885382319072,0.6547336817864168
650,13.684830099950945,0.654717846576929
651,13.710754079807398,0.6546997280201845
652,13.736763562297805,0.6546872797869165
653,13.762820962177956,0.6546777700438728
654,13.788795551221229,0.6546644161480418
655,13.814720408220282,0.6546477868702237
656,13.840732209447705,0.6546336043545609
657,13.866788383370864,0.6546160891556588
658,13.892760944567776,0.654594927444451
659,13.918686910455222,0.6545696069046515
660,13.944698667278852,0.6545493853399269
661,13.970754018671759,0.6545317153723331
662,13.996724906622294,0.654510367829664
663,14.022651477397064,0.6544853203321336
664,14.048664209469706,0.654466807311432
665,14.074719925499679,0.6544508671267623
666,14.100689105463966,0.6544312755098184
667,14.126616541592988,0.6544077719875431
668,14.152630352060322,0.6543902461092035
669,14.178685930050683,0.6543752078274088
670,14.204653341633497,0.6543564625405492
671,14.230581735159657,0.6543342255443627
672,14.25659666072242,0.6543186451324661
673,14.282652376611257,0.6543054807563361
674,14.308618020614363,0.6542886099777276
675,14.334547315649468,0.65426852413779
676,14.360563202477028,0.6542550666223051
677,14.386619139543196,0.654244001660567
678,14.412582971214244,0.6542292045188517
679,14.438513382645978,0.6542114830824335
680,14.464530421270704,0.6542003512054437
681,14.490586502940163,0.65419154592073
682,14.516548540686054,0.6541789540284165
683,14.542480097621308,0.6541637748167378
684,14.568498102084416,0.654155128665653
685,14.594554227711619,0.6541487689449645
686,14.620514355331037,0.6541384989108703
687,14.64644735216749,0.6541260543304005
688,14.672466515819147,0.6541200661547474
689,14.698523022641812,0.6541163140478686
690,14.72448116141906,0.6541086432473108
691,14.750415395652519,0.6540991185001263
692,14.776435529828168,0.654096009327519
693,14.802492407890883,0.654095151103573
694,14.828448610914167,0.6540903650212866
695,14.854375602767098,0.6540986644463763
696,14.880393912057594,0.6541428497212344
697,14.906453262059454,0.6541924323638464
698,14.932405044501568,0.6542243609016914
699,14.958340731882352,0.6542478530459316
700,14.984363318278685,0.6542747489011693
701,15.010421313874602,0.6543036029818524
702,15.036373173359996,0.6543284168044537
703,15.062311819215477,0.6543528711291721
704,15.088335676016838,0.6543835657018454
705,15.114392872939979,0.6544171108546918
