step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad)
1,training,0.10252328,0.3036772925406694,0.0,0.00010934544576613262,0.0003268933940924806,0.0019619431111879263
2,training,0.08780019,0.26911547780036926,0.0,0.020630622948518286,0.00037719666678163826,0.0022725399280363093
3,training,0.07474514,0.24905648827552795,0.0,0.06033859179880214,0.0005505922833270371,0.007565740830714517
4,training,0.06867486,0.26422087103128433,0.0,0.10014639972280266,0.0010453950672596472,0.017922742886406953
5,training,0.06661913,0.27818121761083603,0.0,0.1402116358661091,0.00200324921894286,0.031872638868911056
6,training,0.053297788,0.2509206682443618,0.0,0.1997596130393142,0.004701589867472509,0.06060950460431943
7,training,0.050318,0.2331613451242447,0.022313790312317717,0.23956765215748577,0.007614903829631923,0.08569120599537335
8,training,0.039177038,0.19191141426563263,0.022313790312317717,0.2790705172850463,0.01154358223817834,0.11339433298231419
9,training,0.029964717,0.10808214545249933,0.022313790312317717,0.2987353787625233,0.013951000617293562,0.13059250508219733
10,training,0.018048111,0.04494206607341761,0.022313790312317717,0.33803207671977203,0.01983665378044501,0.16786820302483774
11,training,0.009386866,0.006718471646308899,0.022313790312317717,0.37700673060044476,0.02724340664473887,0.20905091525568384
12,training,0.0054957666,0.01774042844772339,0.022313790312317717,0.4154554715606518,0.03635326530906608,0.25757527708335887
13,training,0.003615847,0.08389796316623685,0.022313790312317717,0.45329053498653255,0.04738443734636048,0.31063377120419944
14,training,0.0023528603,0.14681220054626465,0.01924723561348411,0.49070161951909747,0.060564976395147414,0.36786847501951303
15,training,0.0046126335,0.1812901198863983,0.01924723561348411,0.5269782167581321,0.07581435322666255,0.4296832826064052
16,training,0.012434813,0.258382186293602,0.01924723561348411,0.5622122979230071,0.09340404319060643,0.49691826239755016
17,training,0.041518584,0.32357724383473396,0.01924723561348411,0.6126035732449209,0.12419302445827507,0.6011133569020455
18,training,0.049199454,0.32167888805270195,0.007866533422314864,0.644152434407625,0.14760702930750597,0.6765513833571896
19,training,0.014415656,0.26917601749300957,0.007866533422314864,0.688016406771764,0.18695702616025314,0.7850429890819094
20,training,0.039261505,0.23575059697031975,0.027957107256771797,0.7277641170036987,0.23077521642686147,0.8820017370100826
21,training,0.028657239,0.21931253094226122,0.027957107256771797,0.76322050315266,0.2780199253008952,0.9680236915594715
22,training,0.033071812,0.28316840529441833,0.10319398264067965,0.7952300028911643,0.3282480579727922,1.0372401945850582
23,training,0.036472287,0.2336374670267105,0.10319398264067965,0.8150306936620062,0.36294775425318737,1.0510116517188535
24,training,0.0725012,0.54576675593853,0.10319398264067965,0.8352987941876321,0.3976160291571172,1.032986687127594
25,training,0.04501167,0.5204178690910339,0.10319398264067965,0.8559044382806877,0.43126256471373225,0.9953959255434245
26,training,0.037401196,0.680546462535858,0.10319398264067965,0.879311102460077,0.46430318566761564,0.9131681361090933
27,training,0.025518501,0.6529160067439079,0.10319398264067965,0.9052866718509615,0.49520250792488607,0.8226915637687939
28,training,0.10488243,0.5694379135966301,0.22168821437492672,0.9506404458881802,0.5366286190337809,0.6583967050101803
29,training,0.07464945,0.5141691863536835,0.22168821437492672,0.9670439729104585,0.5486953483737417,0.6105065196857591
30,training,0.09335836,0.5090712606906891,0.2642194274645352,1.001337324597045,0.5703907098561702,0.5188758546760408
31,training,0.06527708,0.4687451720237732,0.2642194274645352,1.0559568511239104,0.5972119310774602,0.39328614743602286
32,training,0.061841723,0.4075706824660301,0.26222291685796595,1.094156096702221,0.6113431986603421,0.3159107836018083
33,training,0.09492525,0.37964586913585663,0.26222291685796595,1.1135019190887803,0.6173050968518706,0.28228857409662805
34,training,0.05134268,0.23465610668063164,0.26222291685796595,1.172534801364689,0.6313618682063503,0.1862932176194764
35,training,0.048424855,0.28499800339341164,0.26222291685796595,1.2122294788286339,0.637722649634166,0.13907286340749747
36,training,0.13472274,0.18661460652947426,0.26222291685796595,1.2323155723403576,0.640326405369647,0.11762514132089545
37,training,0.1194067,0.15864082053303719,0.23511211359438106,1.2724498751293274,0.6441876282044309,0.0783210112841439
38,training,0.11015913,0.14227552711963654,0.23511211359438106,1.3326234891532434,0.6478352246774284,0.044441159320239315
39,training,0.09903475,0.11715756729245186,0.23511211359438106,1.3726977962164886,0.649254100368261,0.027072533680152125
40,training,0.11201725,0.06688728556036949,0.23511211359438106,1.4529833426317695,0.650120389474671,-0.004573083781051236
41,training,0.02184453,0.030813552439212796,0.16054078558565751,1.4928697949599319,0.6497461809180528,-0.014198599702194297
42,training,0.04869134,0.010198661126196384,0.16054078558565751,1.5530533239791027,0.6485413485183305,-0.0249095079241705
43,training,0.052625697,0.007428336888551712,0.16054078558565751,1.5928904734385625,0.6474525645474317,-0.03013567748082444
44,training,0.047280546,0.03515875025186688,0.16054078558565751,1.6529806347982836,0.6454292961988686,-0.03675899923983225
45,training,0.083854884,0.04324880242347717,0.08737732736141784,1.7528143539828362,0.6413895898953922,-0.04273553550282904
46,training,0.0750522,0.04222467169165611,0.08737732736141784,1.7926328819583517,0.6397067052484561,-0.04276111509960804
47,training,0.03552068,0.04263998568058014,0.08737732736141784,1.852606281464955,0.6371221617045933,-0.04349862819162167
48,training,0.07689939,0.03377329045906663,0.05208749491637182,1.9123621351195845,0.6345453366041642,-0.043723048836542655
49,training,0.04345475,0.021193431690335274,0.05208749491637182,1.9523967555794144,0.6327731105758375,-0.04517714568833978
50,training,0.058418885,0.015393503941595554,0.05208749491637182,2.03215542436723,0.6290481693418695,-0.049525582483492224
51,training,0.033614956,0.009697381407022476,0.05208749491637182,2.1119836018561897,0.6249398854937145,-0.053468218482803594
52,training,0.030446177,0.01592694502323866,0.02097626569441079,2.191952522058987,0.6203396180162372,-0.061162062234692276
53,training,0.036909964,0.015516679268330337,0.02097626569441079,2.2516738626196995,0.616561291622136,-0.0640322401040674
54,training,0.045058105,0.012017829343676567,0.02097626569441079,2.3313521688919145,0.6115249093433689,-0.06294581372613976
55,training,0.069509685,0.01974019967019558,0.01270543729189971,2.4111267003634294,0.6066555844433443,-0.058859802458210396
56,training,0.071180396,0.018028898164629936,0.01270543729189971,2.4710097275831187,0.6032397470997787,-0.054564077849700306
57,training,0.049557738,0.03232349082827568,0.01270543729189971,2.5307198677671305,0.6001748454119649,-0.0491684318862127
58,training,0.056803428,0.026362203992903233,0.01270543729189971,2.590735752322856,0.5973576740729238,-0.0443239200231849
59,training,0.03669291,0.03529036417603493,0.004092606418114527,2.6504505413517574,0.5948481324421686,-0.04075282812718588
60,training,0.060445078,0.053059113211929784,0.004092606418114527,2.7104614897138477,0.5925061496208543,-0.03709473103250265
61,training,0.051225424,0.055931248702108874,0.004092606418114527,2.790334237026673,0.5896966298282466,-0.0326914448116405
62,training,0.06180971,0.06277520209550859,0.004092606418114527,2.8500844490990147,0.5878798963497568,-0.0290380280629591
63,training,0.04484265,0.06588125182315707,0.011796529904085088,2.89016614710408,0.5867539725744015,-0.02710886644201364
64,training,0.0772476,0.0752350939437747,0.011796529904085088,2.949966752098889,0.5852207635031026,-0.025578755238310564
65,training,0.02019427,0.0818418338894844,0.011796529904085088,3.049874722029543,0.5825412213373282,-0.029190569925378645
66,training,0.055160865,0.10339662060141563,0.031729382620038646,3.129889052256052,0.5799600284906219,-0.035927097809944804
67,training,0.022555146,0.11666230484843254,0.031729382620038646,3.20989967668172,0.5767205186654529,-0.045285556479642025
68,training,0.032715052,0.12093301955610514,0.031729382620038646,3.2496834868285163,0.574847546707429,-0.04951279323977574
69,training,0.04572615,0.13675331510603428,0.031729382620038646,3.289664199883563,0.5727970053581263,-0.052991894668131354
70,training,0.037689548,0.1434590043500066,0.04951015429800666,3.3494860766606895,0.5695270982909043,-0.0569981836387398
71,training,0.03356284,0.1489918935112655,0.04951015429800666,3.40945957375307,0.565982324174217,-0.06096646461393575
72,training,0.030951967,0.0016540784854441881,0.04951015429800666,3.4891241159168467,0.5610194491465447,-0.06429698363671602
73,training,0.078466356,0.00011816713958978653,0.04951015429800666,3.548937737454732,0.5571580828732263,-0.06504393522270002
74,training,0.050541632,0.004807711578905582,0.07554864737301753,3.608807154844829,0.5532313190196096,-0.06601018423071615
75,training,0.016875446,0.0033273394219577312,0.07554864737301753,3.6884443755377556,0.5479351492142037,-0.068155097278324
76,training,0.067915,0.15689523518085477,0.07554864737301753,3.7483404670328833,0.5438390847122156,-0.06771125397640765
77,training,0.05175103,0.1441605119034648,0.07554864737301753,3.8080660804879085,0.5398022938454071,-0.0670513406198921
78,training,0.036722172,0.15516452118754387,0.04073741062004197,3.847986453955259,0.5371815730166541,-0.06396709733845252
79,training,0.031165844,0.13526647724211216,0.04073741062004197,3.887696515249617,0.534673287743862,-0.062172836531006505
80,training,0.04573341,0.13514120876789093,0.04073741062004197,3.927710308253882,0.5322457070359704,-0.05844976574066034
81,training,0.08142563,0.12827870994806292,0.04073741062004197,3.987366318532972,0.5290332759247851,-0.0495455807395856
82,training,0.02020127,0.11493464559316635,0.04073741062004197,4.027388530074693,0.5271814236419435,-0.04223935488727832
83,training,0.054245736,0.10215771570801732,0.10259647173196296,4.08707018534805,0.5250587627388288,-0.0292958113580552
84,training,0.03408994,0.08943032845854759,0.10259647173196296,4.127090609772966,0.524122055039831,-0.011459629675879853
85,training,0.05033894,0.07953986898064616,0.10259647173196296,4.18668260647535,0.5247350813476788,0.03183116822913277
86,training,0.047143277,0.10100200399756432,0.10259647173196296,4.226515405304532,0.5265219651706924,0.05755727153003837
87,training,0.0057791993,0.07553458772599696,0.10259647173196296,4.286002052388329,0.5310751658554593,0.09646758054770065
88,training,0.010793881,0.006822891533374786,0.1190974381244815,4.365204602397892,0.5405343821332236,0.13755725882261108
89,training,0.036730066,0.08627499546855688,0.1190974381244815,4.444005088286071,0.5525314878955303,0.16003764544273946
90,training,0.02369913,0.0941361840814352,0.1190974381244815,4.503056738896259,0.5621870858879623,0.16140630199056943
91,training,0.020155735,0.09369215182960033,0.09097370459471618,4.601792563587113,0.577796673614988,0.15125142702595212
92,training,0.05938146,0.09342650324106216,0.09097370459471618,4.681012161737996,0.5894569336684964,0.1400634532621713
93,training,0.049792316,0.03812585677951574,0.09097370459471618,4.760401469341302,0.600092139825263,0.12454371738760621
94,training,0.016925758,0.01588400360196829,0.05687803127883823,4.819880612653147,0.6073251128839738,0.1192854701314229
95,training,0.017851377,0.02155847940593958,0.05687803127883823,4.899334354226153,0.6165708566310534,0.11153414317290962
96,training,0.031467706,0.04013420548290014,0.05687803127883823,4.959136552563397,0.6230283640838213,0.10262549020813667
97,training,0.05294622,0.0367603381164372,0.03162417309052577,5.038722680025142,0.6305718036904769,0.08636260071498633
98,training,0.050308865,0.016475558280944824,0.03162417309052577,5.1183758567744,0.6372391425544938,0.08241604395209148
99,training,0.028274521,0.016980063170194626,0.03162417309052577,5.1981721912062975,0.6436362331302138,0.07678355550873393
100,training,0.06407034,0.014393068850040436,0.008215410450529698,5.278100319763869,0.6495078564765223,0.06911980945070541
101,training,0.008321672,0.017556510865688324,0.008215410450529698,5.3578638440401685,0.6546436458136116,0.05873010010960059
102,training,0.019955393,0.013039845973253243,0.008215410450529698,5.437725145341211,0.6588832914923833,0.04749906893561433
103,training,0.025301605,0.03837858978658915,0.013793658571723662,5.517726816369255,0.6622751726539815,0.03776755057081169
104,training,0.010081911,0.042996386997401714,0.013793658571723662,5.577785316151618,0.6645679134555933,0.038976638563724623
105,training,0.02042453,0.0351265340577811,0.013793658571723662,5.63754430079633,0.6669945233429204,0.042465505394572174
106,training,0.0076809153,0.019372213631868362,0.013793658571723662,5.71748596449994,0.6705039793079198,0.04496141681280508
107,training,0.008017494,0.0034439489245414734,0.012601943550445667,5.817455317835683,0.674688662542584,0.0362398820462965
108,training,0.009807101,0.03373836353421211,0.012601943550445667,5.897646060542029,0.6768966751483659,0.017906059416514963
109,training,0.010252819,0.023018158972263336,0.011712451246645258,5.9575799993578435,0.6774135169494733,-0.0023808051072477963
110,training,0.0054790336,0.011844009160995483,0.011712451246645258,6.03772278524525,0.6762594888716507,-0.02510639527262451
111,training,0.0054117627,0.08259020000696182,0.011712451246645258,6.117809091631718,0.6737544074230097,-0.033218802174340534
