step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
68,training,0,0.040638890117407,0.02495358627318,4.13585935962554,0.682825153399176,0.050545155820915,
69,training,0,0.044753435999155,0.02495358627318,4.17563935248559,0.684756951949206,0.046068199850007,
70,training,0,0.041077617555857,0.02495358627318,4.2157097524778,0.686526559491079,0.042185206231384,
71,training,0,0.049980752170086,0.02495358627318,4.25567660701843,0.688139651221914,0.038641053619735,
72,training,0.002449890132993,0.061677310615778,0.02495358627318,4.29557285904189,0.68964147256466,0.036764615007761,
73,training,0,0.004085920751095,0.023539297729769,4.33574283872336,0.691047023852654,0.03262832279042,
74,training,0,0.008222695440054,0.023539297729769,4.37555020067788,0.69220282231376,0.024222523020589,
75,training,0,0.013997200876474,0.023539297729769,4.41564695744435,0.692974780219944,0.014031520221842,
76,training,0,0.019856762140989,0.023539297729769,4.45578897403819,0.693319625844519,0.003612341362164,
77,training,0,0.03096405044198,0.023539297729769,4.49572898452736,0.693220174244489,-0.008938294588106,
78,training,0,0.013986524194479,0.025329005608906,4.53595417102598,0.692622792186474,-0.020364895450174,
79,training,0,0.001958281267434,0.025329005608906,4.57583476721424,0.691663263530148,-0.027172209721619,
80,training,0,0.021058822050691,0.025329005608906,4.61580499395592,0.690518151569618,-0.029455356927375,
81,training,0,0.014638341963291,0.025329005608906,4.65589422052899,0.689348336053221,-0.028375666852146,
82,training,0,0.0246996069327,0.025329005608906,4.69567066282486,0.688261038381177,-0.02637032812254,
83,training,0,0.014043993316591,0.025329005608906,4.73574055050409,0.687251782062659,-0.024030039806,
84,training,0,0.002301683183759,0.011579926766689,4.7756461664197,0.686327633149715,-0.023371336279333,
85,training,0,0.00493520591408,0.011579926766689,4.81556416598958,0.685387600824218,-0.024110155338856,
86,training,0,0.004665350134019,0.011579926766689,4.85571152613942,0.684394351245031,-0.025490273143146,
87,training,0,0.00256235152483,0.011579926766689,4.89551060014794,0.683357672444081,-0.026990288355339,
88,training,0,0.002635834272951,0.011579926766689,4.93554036377876,0.682273026939936,-0.027113919529905,
89,training,0,0.010027032345533,0.012066276763569,4.97553643949952,0.681189492733498,-0.027693500062178,
90,training,0,0.026548923458904,0.012066276763569,5.01541003448981,0.680055363533387,-0.029683560737196,
91,training,0,0.048562906682491,0.012066276763569,5.05556431022434,0.678775525144044,-0.034793870387076,
92,training,0.002279008040205,0.053913577459753,0.012066276763569,5.09547962239064,0.677242294589752,-0.043176694776822,
93,training,0,0.046172766014934,0.012066276763569,5.13548808421278,0.6753197386973,-0.053021559872021,
94,training,0.001000673277304,0.060579314827919,0.012066276763569,5.17555350176425,0.673068080166339,-0.058199363494019,
95,training,0,0.021276399493218,0.013267246554701,5.21528080825155,0.670681393740827,-0.061662281948408,
96,training,0,0.014930732548237,0.013267246554701,5.25529521454077,0.668203509502517,-0.061358366234478,
97,training,0,0.006008643656969,0.013267246554701,5.29509534110289,0.665824904669788,-0.058609278357713,
98,training,0,0.002034394070506,0.013267246554701,5.33494675573054,0.663564156475594,-0.054549067944636,
99,training,0,0.000193830579519,0.013267246554701,5.37499050931859,0.661492888699343,-0.048077196029264,
100,training,0,0.007932493463159,0.013267246554701,5.41468312304151,0.659736823748841,-0.040811721938043,
101,training,0,0.0432218760252,0.022034887111736,5.45466959088161,0.658247609792289,-0.033444022806259,
102,training,0.002628894755617,0.052341356873512,0.022034887111736,5.4946089453839,0.657058441712726,-0.026428510689105,
103,training,0.001575185218826,0.06441955268383,0.022034887111736,5.53445455322197,0.65612057725722,-0.02127304848234,
104,training,0.001301851822063,0.123532615602016,0.022034887111736,5.57459641821338,0.655286182004465,-0.021418965114447,
105,training,0.002307784976438,0.130883678793907,0.022034887111736,5.61456001141133,0.654311179836045,-0.0299122967676,
106,training,0.007871790789068,0.062566142529249,0.024385493255131,5.65460998091117,0.652897268215479,-0.040460687114308,
107,training,0,0.023504890501499,0.024385493255131,5.69464064079626,0.651101196837046,-0.047232409757472,
108,training,0,0.038287796080113,0.024385493255131,5.73414563130124,0.649424892781179,-0.036273389612514,
109,training,0,0.039535216987133,0.024385493255131,5.77418051123497,0.648196054599191,-0.025131532288448,
110,training,0,0.018246576189995,0.024385493255131,5.81398329949361,0.647376196281383,-0.017224986130659,
111,training,0,0.000529184937477,0.024385493255131,5.85385372859672,0.646883613174523,-0.006705426155609,
112,training,0,0.014641705900431,0.035434438608242,5.89395679252036,0.646838027303438,0.006049177741917,
113,training,0.003950794693083,0.073989795520902,0.035434438608242,5.93370738559347,0.647288597417205,0.015446146098214,
114,training,0.000996219692752,0.154751688241959,0.035434438608242,5.97359572665054,0.647918421671731,0.013225930105303,
115,training,0.001448890077882,0.186553351581097,0.035434438608242,6.01370118312404,0.6481982870019,-0.00140247816954,
116,training,0.000741720839869,0.144940860569477,0.035434438608242,6.0537591917308,0.647679164716904,-0.026182717631743,
117,training,0.001247301930562,0.06007069721818,0.035434438608242,6.09401015411862,0.646240174463183,-0.04234002960502,
118,training,0,0.010993368923664,0.044245044674585,6.13346511079271,0.644500071604398,-0.042326072182899,
119,training,0,0.039657436311245,0.044245044674585,6.17334006107045,0.64307872601757,-0.027328247784713,
120,training,0,0.024048741906881,0.044245044674585,6.2133427316158,0.642249825689396,-0.014912115750113,
121,training,0,0.017430182546377,0.044245044674585,6.25310635430813,0.641875820800226,-0.004086818880221,
122,training,0,0.044689733535051,0.044245044674585,6.29318046660767,0.641896977469562,0.005287168528686,
123,training,0,0.035669438540936,0.044245044674585,6.33310636622102,0.64223032296631,0.010868148962044,
124,training,0,0.01050366833806,0.045885798924304,6.37303993509654,0.642744118382961,0.014455463159878,
125,training,0,0.017011320218444,0.045885798924304,6.4131816745977,0.64337979428093,0.018072837187308,
126,training,0,0.016548863146454,0.045885798924304,6.45294867096717,0.644184196285661,0.021859314662527,
127,training,0,0.008411675691605,0.045885798924304,6.49299910079778,0.645116359878668,0.024418543146718,
128,training,0,0.016015118919313,0.045885798924304,6.53296429255866,0.646127184650743,0.026370263574031,
129,training,0,0.007124881725758,0.045885798924304,6.57284699435397,0.647206699266375,0.027216093395931,
130,training,0,0.002481279429048,0.044187562798573,6.6129867846259,0.648302959209698,0.027489932190935,
131,training,0,0.013398177921772,0.044187562798573,6.65280265851411,0.649403968322112,0.027378366467394,
132,training,0,0.009091833606362,0.044187562798573,6.69281478714328,0.650487975488787,0.026447947239181,
133,training,0,0.00910903327167,0.044187562798573,6.73288190962869,0.651524009997081,0.025636189338196,
134,training,0,0.002314432524145,0.044187562798573,6.77272846739495,0.652539222811841,0.025028384043995,
135,training,0,0.009546587243676,0.044187562798573,6.812862255164,0.653511837617924,0.022956701559554,
136,training,0,0.001945117488503,0.036354058780673,6.85276705292212,0.654383248548045,0.020983942638799,
137,training,0,0.005357501097023,0.036354058780673,6.89273524368403,0.655193806094663,0.019430916861048,
138,training,0,0.002817107364535,0.036354058780673,6.93290512152001,0.655929395240354,0.017696398548279,
139,training,0,0.006811818107963,0.036354058780673,6.97271387785326,0.656585381982693,0.014359397546117,
140,training,0,0.005051577463746,0.036354058780673,7.01282126049748,0.657089091082104,0.010640414788618,
141,training,0,0.011750211939216,0.035136344712782,7.05281919072611,0.657473010432175,0.009490868714749,
142,training,0,0.004204982426018,0.035136344712782,7.0927341550253,0.657853593874763,0.009560057659953,
143,training,0,0.003397410735488,0.035136344712782,7.13289632887637,0.658230805189885,0.009374458186549,
144,training,0,0.010536773130298,0.035136344712782,7.17272401088215,0.658604352816762,0.00886347943829,
145,training,0,0.00958810467273,0.035136344712782,7.21276165442135,0.658947073468119,0.008153600798298,
146,training,0,0.010284672491253,0.035136344712782,7.25280823372297,0.659260530437209,0.008325065068887,
147,training,0,0.01048376923427,0.035092865646413,7.29267900040142,0.659602907851617,0.008694139018638,
148,training,0,0.007901409175247,0.035092865646413,7.33281153999473,0.65996882194168,0.009646721487272,
149,training,0,0.006460574921221,0.035092865646413,7.37268297040997,0.660382040447509,0.011197541778222,
150,training,0,0.008844775613397,0.035092865646413,7.41265566949427,0.6608561265176,0.012298501835319,
151,training,0,0.025064151734114,0.035092865646413,7.45279083313134,0.66136121904253,0.013773854874765,
152,training,0,0.022928282618523,0.035092865646413,7.49257582404672,0.661953103164729,0.015337230067163,
153,training,0,0.021348331123591,0.022224865331091,7.53266214304114,0.662594945728233,0.016598763198395,
154,training,0,0.015423710457981,0.022224865331091,7.57260077168557,0.663276935824912,0.017777039457815,
155,training,0,0.021818146109581,0.022224865331091,7.61251955280442,0.664000298495955,0.018091668605417,
156,training,0,0.026502080261707,0.022224865331091,7.65267992347346,0.664717357109112,0.017886184709275,
157,training,0,0.021438790485263,0.022224865331091,7.69248855060179,0.665445508014762,0.018302195851008,
158,training,0,0.025230787694454,0.016394689666522,7.73252926878389,0.666181144640852,0.018144319369473,
159,training,0,0.026112910360098,0.016394689666522,7.77255063685725,0.666900924040543,0.018390410802923,
160,training,0,0.02072143740952,0.016394689666522,7.81242491682037,0.66764222341564,0.01857055304513,
161,training,0,0.025538077577949,0.016394689666522,7.85256616874522,0.668385153636376,0.018302428681294,
162,training,0,0.018857738003135,0.016394689666522,7.89242922857274,0.669117327610858,0.018527493621246,
163,training,0,0.023061903193593,0.016394689666522,7.93241580287602,0.66986228614647,0.018469184435361,
164,training,0,0.027635717764497,0.012456943967747,7.97253830956125,0.670591877925501,0.018469372078113,
165,training,0,0.0205606110394,0.012456943967747,8.01234463435665,0.671341076324517,0.018803076796005,
166,training,0,0.023002333939076,0.012456943967747,8.0524469645293,0.672097068255348,0.018651493086609,
167,training,0,0.020339654758573,0.012456943967747,8.09238092780084,0.672835597908552,0.018581411100108,
168,training,0,0.023726742714644,0.012456943967747,8.13231426248066,0.673578317699423,0.018420922123595,
169,training,0,0.022392071783543,0.009338026640872,8.17247487632689,0.674306587300119,0.01829849370131,
170,training,0,0.026022810488939,0.009338026640872,8.21227488946044,0.675046592696241,0.018232810292498,
171,training,0,0.023089587688446,0.009338026640872,8.25232855127154,0.675772101994488,0.017829466945449,
172,training,0,0.025013834238052,0.009338026640872,8.29234118384917,0.676474723683721,0.017692752440162,
173,training,0,0.021076623350382,0.009338026640872,8.33222648337942,0.677175754766538,0.017263001481122,
174,training,0,0.023966748267412,0.009338026640872,8.37237937568547,0.677852733896569,0.016370195724199,
175,training,0,0.019560344517231,0.002042106156287,8.41223484227789,0.678495356696478,0.015821136764848,
176,training,0,0.024482365697622,0.002042106156287,8.45224072046543,0.679112616585561,0.014775149912901,
177,training,0,0.027062304317951,0.002042106156287,8.49234024496333,0.679676979702548,0.014189354830882,
178,training,0,0.021586492657662,0.002042106156287,8.53218325501947,0.680233708941223,0.01358701133053,
179,training,0,0.023143492639065,0.002042106156287,8.57230444482938,0.680765924345037,0.012710572164502,
180,training,0,0.020877350121737,0.002042106156287,8.61223332335272,0.68125474061955,0.012056305987168,
181,training,0,0.024163257330656,0.006588796419692,8.65218648936386,0.681721763892748,0.011182071084528,
182,training,0,0.023616649210453,0.006588796419692,8.6923508191392,0.682143931801648,0.01055893028275,
183,training,0,0.029544364660978,0.006588796419692,8.7321640627192,0.682567652046163,0.01007516924133,
184,training,0,0.023340571671724,0.006588796419692,8.77223246488438,0.682968016723188,0.009928194824821,
185,training,0,0.032893721014261,0.006588796419692,8.81223242602409,0.683364281807358,0.010432096547169,
186,training,0,0.02604952827096,0.006588796419692,8.85213124526043,0.683781604738877,0.010237081190359,
187,training,0,0.022334642708302,0.013872432862695,8.89228498664368,0.684188877596598,0.010266534912634,
188,training,0,0.02382218465209,0.013872432862695,8.93212853362131,0.684609381692571,0.010626919343355,
189,training,0,0.028188146650791,0.013872432862695,8.97214689834481,0.685027627941741,0.009919935925642,
190,training,0,0.040784563869238,0.013872432862695,9.01221806025769,0.685409973995618,0.010207452524143,
191,training,0,0.041033264249563,0.013872432862695,9.05207665484549,0.685823188558489,0.01027129790356,
192,training,0,0.038740321993828,0.013872432862695,9.09220122896012,0.686239448523846,0.010410305326855,
193,training,0,0.026311606168747,0.018200770097255,9.1321047749916,0.686659179219422,0.010879693461125,
194,training,0,0.02367564290762,0.018200770097255,9.17206606547097,0.687096146011988,0.010782662609919,
195,training,0,0.039190109819174,0.018200770097255,9.21221775430634,0.687511644218036,0.010900811592673,
196,training,0,0.044904472306371,0.018200770097255,9.2520294348571,0.687960680122858,0.010828034561564,
197,training,0,0.040696576237679,0.018200770097255,9.29210718230425,0.688397546504946,0.010976621956988,
198,training,0,0.031438264995813,0.018200770097255,9.33208514470402,0.688843595433024,0.01187553450078,
199,training,0,0.026915989816189,0.027874152632436,9.37199039786857,0.68932985416174,0.012276370545481,
200,training,0,0.040854662656784,0.027874152632436,9.41214068938154,0.689831842485949,0.013118164161847,
201,training,0,0.040116375312209,0.027874152632436,9.45196432759883,0.690388130367514,0.014591273969171,
202,training,0,0.044363364577293,0.027874152632436,9.49198531370082,0.690991510038046,0.015299818155009,
203,training,0.001432972960174,0.089677227661014,0.027874152632436,9.53202450784672,0.691617435098525,0.016978959916048,
204,training,0,0.038352493196726,0.027874152632436,9.5718739696573,0.692336438519631,0.018955854541031,
205,training,0.00265867379494,0.059145074337721,0.027761409233469,9.61199191375846,0.693133449091176,0.020761943001709,
206,training,0,0.041060851886869,0.027761409233469,9.65185439583599,0.693998610656394,0.022798815147297,
207,training,0,0.039380511268973,0.027761409233469,9.69181840799142,0.694917244581214,0.022444576317792,
208,training,0,0.045038893818855,0.027761409233469,9.73197011359286,0.695782337555348,0.021534199348439,
209,training,0,0.028069389984012,0.027761409233469,9.77176715271027,0.696643068047817,0.021128777388578,
210,training,0.003180542495102,0.05501701310277,0.025778006570588,9.81184910795877,0.697493561217488,0.021311057471391,
211,training,0,0.025839051231742,0.025778006570588,9.85180575332647,0.698325076076121,0.020282360988207,
212,training,0,0.025465043261647,0.025778006570588,9.89174574632517,0.699053417782175,0.01526345376819,
213,training,0,0.030729966238141,0.025778006570588,9.93195092271385,0.699543545457726,0.009520980579006,
214,training,0,0.019496226683259,0.025778006570588,9.9718122600771,0.699843744004869,0.005408177125495,
215,training,0,0.015870494768024,0.025696948748362,10.0118745975712,0.699981798856396,0.001360766758915,
216,training,0,0.016252676025033,0.025696948748362,10.0519470931643,0.699971971744325,-0.001208547758356,
217,training,0,0.014180460944772,0.025696948748362,10.0918406359581,0.699861876776137,-0.004433087139409,
218,training,0,0.011454971507192,0.025696948748362,10.1320005567992,0.69962305271842,-0.007355927437435,
219,training,0,0.01106277294457,0.025696948748362,10.1718756519003,0.699288657056565,-0.009559959673206,
220,training,0,0.023688269779086,0.025696948748362,10.2118700625815,0.698863940303842,-0.012015604745671,
221,training,0,0.013146225363016,0.018952737529476,10.252002826383,0.698334156809794,-0.014487970384765,
222,training,0,0.013269759714604,0.018952737529476,10.2918296399251,0.697713508151262,-0.016649514248865,
223,training,0,0.025947852060199,0.018952737529476,10.3319282458597,0.697020277773076,-0.017954683633765,
224,training,0,0.010283175855875,0.018952737529476,10.3718559271438,0.696296375624011,-0.018831189775119,
225,training,0,0.023737398907542,0.018952737529476,10.4117808174339,0.695535283500388,-0.019408889556849,
226,training,0,0.006479568779469,0.018952737529476,10.4519235847392,0.694746326668614,-0.019901767714545,
227,training,0,0.012555569410324,0.007594798861099,10.4917290506697,0.693942393642971,-0.021161844864515,
228,training,0,0.011086906306446,0.007594798861099,10.5317737622802,0.693076298642881,-0.022287926615961,
229,training,0,0.011545210611075,0.007594798861099,10.5717610828042,0.692180225590849,-0.022903910418503,
230,training,0,0.008669223636389,0.007594798861099,10.611639800131,0.691253878988013,-0.023932401849571,
231,training,0,0.012282006442547,0.007594798861099,10.6517711113194,0.690271096832832,-0.025048860030614,
232,training,0,0.013088185340166,0.007594798861099,10.691600246281,0.689269978561355,-0.025857621551189,
233,training,0,0.00985062122345,0.012421691634883,10.7315862595457,0.688218561565654,-0.027029869776886,
234,training,0,0.009424172341824,0.012421691634883,10.771669425129,0.687123942025584,-0.027700769994148,
235,training,0,0.000317072495818,0.012421691634883,10.8114671234395,0.685998832926998,-0.028874674076255,
236,training,0,0.009927686303854,0.012421691634883,10.8515553898948,0.684833618251311,-0.029293764966652,
237,training,0,0.013460960239172,0.012421691634883,10.8914378935473,0.683676911198033,-0.029414902162001,
238,training,0,0.009327254723758,0.012421691634883,10.9313601606038,0.682508917000234,-0.029152948121615,
239,training,0,0.012602440081537,0.011008630542108,10.9714753425216,0.681351887861592,-0.028366855941172,
240,training,0,0.013596340548247,0.011008630542108,11.0112390024612,0.680253019746634,-0.027414036823528,
241,training,0,0.019777370616794,0.011008630542108,11.051275531801,0.679190485898771,-0.025592328732228,
242,training,0,0.025538558722474,0.011008630542108,11.0912146884052,0.678239451891111,-0.022074674587509,
243,training,0,0.026541015598923,0.011008630542108,11.1310756303114,0.677447949987099,-0.017783840928447,
244,training,0,0.020785535336472,0.011008630542108,11.1711960908196,0.676819154685783,-0.013035901678094,
245,training,0,0.022283083293587,0.01863163227111,11.2110208003721,0.676393480662802,-0.00902803351453,
246,training,0,0.021269446704537,0.01863163227111,11.2510108434715,0.676103855513398,-0.005590510674272,
247,training,0,0.020039952360094,0.01863163227111,11.2910720391324,0.675935500740736,-0.00285437022587,
248,training,0,0.022711215540767,0.01863163227111,11.3309103886422,0.675866693273242,-0.001013496571725,
249,training,0,0.022681867703796,0.01863163227111,11.3710221062199,0.675854074911968,0.000241481721151,
250,training,0,0.029363220557571,0.01863163227111,11.4109323853187,0.675879353414484,0.000911305096006,
251,training,0,0.022997466847301,0.014332834935939,11.4508844676174,0.675938028346588,0.001911715227828,
252,training,0,0.026442753151059,0.014332834935939,11.4910270200015,0.676025764117558,0.002744389282691,
253,training,0,0.025692937895656,0.014332834935939,11.5308418096327,0.67616020617723,0.003623432176153,
254,training,0,0.021515036001802,0.014332834935939,11.5709098027027,0.676327109808629,0.004653892519473,
255,training,0,0.00930461473763,0.014332834935939,11.6108979631567,0.676528885962573,0.005641066188895,
256,training,0,0.005610127002001,0.014332834935939,11.6508064902429,0.676741634160897,0.004356366368111,
257,training,0,0.012747041881085,0.009400965412329,11.6909786885472,0.676870473903858,0.002162327271666,
258,training,0,0.01363230869174,0.009400965412329,11.7308389989766,0.676936900183474,0.001096427372635,
259,training,0,0.008275825530291,0.009400965412329,11.7708651725209,0.676962402756165,5.23333741415382E-05,
260,training,0,0.006049300543964,0.009400965412329,11.8109329013334,0.676944924244329,-0.000488280062767,
261,training,0,0.023672362789512,0.002100220525014,11.9109527631371,0.676791725689502,-0.002559627005916,
262,training,0,0.024182917550206,0.002100220525014,11.9109527631371,0.676791725689502,-0.002559627005916,
263,training,0,0.021563408896327,0.002100220525014,11.9308381187176,0.676751982471284,-0.001594373409435,
264,training,0,0.001687906682491,0.002100220525014,11.9707908826052,0.676749431957929,0.001457873178866,
265,training,0,0.015211917459965,0.002100220525014,12.0109117762721,0.676874437706135,0.005584408083326,
266,training,0,0.008242353796959,0.002100220525014,12.0506989494852,0.677171591734611,0.008769966259526,
267,training,0,0.003991685807705,0.002100220525014,12.0907662609909,0.67758056402333,0.011629060987578,
268,training,0,0.037148179486394,0.015305330696188,12.130709662321,0.678116900737789,0.015890215668179,
269,training,0,0.02544067054987,0.015305330696188,12.1705974075289,0.67882551649948,0.018955917223562,
270,training,0,0.048634393140674,0.015305330696188,12.2107547783341,0.679589549159963,0.018790580867866,
271,training,0,0.043758723884821,0.015305330696188,12.2505887576992,0.680322558800615,0.017404365161159,
272,training,0,0.018337270244956,0.015305330696188,12.2906314455219,0.680970612881591,0.014631076680458,
273,training,0.001443126238883,0.051014581695199,0.015305330696188,12.3306750384354,0.681543805051035,0.015655096264076,
274,training,0.001121376175433,0.05933971889317,0.014381720790102,12.3705532164481,0.682135326513006,0.012576798004403,
275,training,0,0.030018927529454,0.014381720790102,12.4107289994087,0.682540758354647,0.00740229788151,
276,training,0,0.043990630656481,0.014381720790102,12.4506185178183,0.682781119520009,0.006082582761864,
277,training,0.000186728706467,0.051491048187018,0.014381720790102,12.4905980982169,0.683026150308524,0.005799839156262,
278,training,0,0.037485601380468,0.014381720790102,12.5307279117666,0.683238473478392,0.005614936941237,
279,training,0,0.048535386100412,0.016832916360929,12.5705579054211,0.683471923107771,0.0057357381392,
280,training,0,0.041557053104043,0.016832916360929,12.6106586864124,0.683692601368711,0.004856224901917,
281,training,0,0.04179747030139,0.016832916360929,12.6506298087132,0.683867105764805,0.004213500434172,
282,training,0,0.036077262833715,0.016832916360929,12.6905604077424,0.684022217521103,0.003464135156962,
283,training,0,0.039575947448611,0.016832916360929,12.7307160891489,0.684155177509409,0.003714666279584,
284,training,0,0.041691655293107,0.018515757937954,12.7705350781754,0.684326890212066,0.004594748399088,
285,training,0,0.035557949915528,0.018515757937954,12.8105758978467,0.684528942693333,0.005314371072332,
286,training,0,0.030552299693227,0.018515757937954,12.8506053241852,0.684763340272617,0.00672640803165,
287,training,0,0.031610472127795,0.018515757937954,12.8904769712045,0.685055795620129,0.007557366578054,
288,training,0.001301049720496,0.050987077876926,0.018515757937954,12.9306245624998,0.685354221177068,0.007064528127622,
289,training,0,0.030122924596071,0.018515757937954,12.9705098009874,0.685621955370457,0.006237117122581,
290,training,0,0.012533746659756,0.024061074914485,13.0105001862017,0.685868449391787,0.006414880832158,
