path_no,x(m),y(m)
1,0.000102523143268,0.000306955287461
2,0.004771400189093,0.000321501060078
3,0.034668099761602,0.000521120706233
4,0.070015830915421,0.002110429913245
5,0.108518092704731,0.006700218039237
6,0.146945315065918,0.014458984392109
7,0.203474403702363,0.031014001758043
8,0.221954448928043,0.037668595161735
9,0.258391120940279,0.052424879376064
10,0.294875772990471,0.068527208853294
11,0.330629705009951,0.085560065125535
12,0.366050118843139,0.103773155417236
13,0.401158608264362,0.122692942113866
14,0.436073698955044,0.141917155518777
15,0.471024162836977,0.161276064872289
16,0.505975897957894,0.180588384540859
17,0.541028181405421,0.19988001733157
18,0.576172634536834,0.219003317430455
19,0.611394830014363,0.237807396476612
20,0.646909714576474,0.256376656907454
21,0.682511063512719,0.27452776229494
22,0.718327106201924,0.292431254855316
23,0.754288580328883,0.310079273383694
24,0.7902104783334,0.327417964301757
25,0.844424729937035,0.353316665452812
26,0.862420623280917,0.361831329682931
27,0.89859868223136,0.378831494620048
28,0.935077295658987,0.395604395651344
29,0.971543194857426,0.411806833887315
30,1.02687116487723,0.435564071573112
31,1.0452751951465,0.443246777471143
32,1.0822228330924,0.458406084483027
33,1.11948501720952,0.473429438046547
34,1.15651867335155,0.488165227133414
35,1.19375594755429,0.502832177916151
36,1.23107099584038,0.517450105692581
37,1.26816553082455,0.531961644281622
38,1.30550531028174,0.546605608950824
39,1.34260618473995,0.561196439401027
40,1.37981219591392,0.575798339315132
41,1.41727838163368,0.590314799131099
42,1.45452605195707,0.604467711854651
43,1.49217742061014,0.618393470638394
44,1.52986859060753,0.631912266195519
45,1.56702934216875,0.644697889632008
46,1.6060354510654,0.655901874529224
47,1.64530398095204,0.664962003984723
48,1.68504849342633,0.672172739867794
49,1.72466406840476,0.677571317676853
50,1.76479828934234,0.681847030801882
51,1.80477050046901,0.6848575032774
52,1.84494867285201,0.686865769853555
53,1.88511498505893,0.687947430852205
54,1.92510424116315,0.688214262938516
55,1.96542220665137,0.687766208093177
56,2.00543445095337,0.686422788109083
57,2.04551216382383,0.684244175574058
58,2.08563873104933,0.681365815037005
59,2.12532587357128,0.677961364156235
60,2.1652617475073,0.674343182941004
61,2.20497446628473,0.67075062746712
62,2.24471633913632,0.667250710281211
63,2.28466609618295,0.664085553204934
