step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad)
1,training,0.10252328,0.311207128688693,0.0,0.00011023956465956632,0.0003295066105861896,0.00197817199038573
2,training,0.09744108,0.3019707854837179,0.0,0.02680026532164566,0.0003946051563932666,0.002381318291972313
3,training,0.08859948,0.27921849489212036,0.0,0.0667401232648309,0.000540989013998369,0.005528973252187005
4,training,0.08472689,0.29373393952846527,0.0,0.0866468607091281,0.0006808585276916349,0.008495003274681705
5,training,0.07783878,0.2760441824793816,0.0,0.12668350087214447,0.0011518031314016288,0.016019913219684226
6,training,0.071087904,0.25630081444978714,0.0,0.16657087555429279,0.0019711252691498294,0.025943880819143884
7,training,0.06776925,0.2898705825209617,0.0,0.20635353811095664,0.00325704346803508,0.03920183779256745
8,training,0.06513035,0.3040029034018517,0.006924105880604765,0.2463553225677407,0.005126354593956281,0.055456293365994565
9,training,0.062003575,0.2740778401494027,0.006924105880604765,0.2860190404384328,0.007676790892036961,0.07387471276180836
10,training,0.05589578,0.22352634370326996,0.006924105880604765,0.3257090462970591,0.011067075619298804,0.09715831502003586
11,training,0.04685934,0.21038426458835607,0.006924105880604765,0.3653174176436994,0.01541675531035184,0.12199584810197484
12,training,0.043969113,0.22471892833709717,0.006924105880604765,0.4045826509273906,0.020806966819720978,0.151659377337237
13,training,0.023785427,0.15693560242652893,0.006924105880604765,0.44377530644633284,0.027452092692973735,0.18468727918811584
14,training,0.01955424,0.12397326529026031,0.06135298774449767,0.4827093843301153,0.03541401599376039,0.2201036155507009
15,training,0.022276824,0.013674229383468628,0.06135298774449767,0.521159809845946,0.04486976179569602,0.26289506300340376
16,training,0.014222819,0.013093426823616056,0.06135298774449767,0.5590852331913893,0.055963622744821154,0.3065613005568901
17,training,0.0055885524,0.08080799877643582,0.06135298774449767,0.5967193374785654,0.06881901485656451,0.35315770764892496
18,training,0.0062211826,0.08110968768596649,0.06135298774449767,0.6334126909391915,0.08336565222210472,0.4047322192542051
19,training,0.004723694,0.20779766887426376,0.059511589551942565,0.6692488123978669,0.09994200665202026,0.46334387465897614
20,training,0.0035762002,0.3120546843856573,0.059511589551942565,0.720965761195959,0.1287863737239574,0.5558565133143142
21,training,0.05106826,0.3488212637603283,0.059511589551942565,0.7536198384171097,0.1506530997826327,0.6243951921849286
22,training,0.06474332,0.3750101150944829,0.059511589551942565,0.7995566385181073,0.1876083623619437,0.7331822912563529
23,training,0.070266776,0.2813776545226574,0.026860952902055268,0.8278441592560458,0.21506837527764197,0.8084968820601489
24,training,0.059520807,0.22001056000590324,0.026860952902055268,0.8538198510093272,0.24434662447272246,0.8796134689073679
25,training,0.043895386,0.196831326931715,0.026860952902055268,0.8894336150323876,0.2916763855779989,0.9673034144931344
26,training,0.03139961,0.22682199999690056,0.02856881045526786,0.9112450579575165,0.3249017652656699,1.0119717594941446
27,training,0.06962407,0.23557108640670776,0.02856881045526786,0.9315365322291543,0.3588712319449038,1.050093067961136
28,training,0.06358002,0.2672463357448578,0.02856881045526786,0.9507662189734455,0.39370829167251725,1.081092378799634
29,training,0.034198146,0.295969158411026,0.02856881045526786,0.9690563731520522,0.42911658038828115,1.1066701860373207
30,training,0.029247383,0.3120615631341934,0.02856881045526786,0.9863897377152777,0.46480096635649476,1.1303847079685125
31,training,0.03352319,0.3155365660786629,0.17305472082350076,0.9947943235552369,0.4829038848052903,1.1417913933883848
32,training,0.04094554,0.3115099146962166,0.17305472082350076,1.0115206787788606,0.5201153417327682,1.1412727922997519
33,training,0.081956744,0.6270936205983162,0.17305472082350076,1.0200647140106271,0.5382753944772269,1.1206777778257524
34,training,0.12540196,0.6200568601489068,0.17305472082350076,1.0385272498243587,0.5742687129199726,1.0587710942515212
35,training,0.05775103,0.8316183760762215,0.17305472082350076,1.0604013295174826,0.6088619602845319,0.954659179706495
36,training,0.064225584,0.7835276797413825,0.27727361105714005,1.0863312564443284,0.6414390032935787,0.8324497273625436
37,training,0.052594464,0.7080373317003249,0.27727361105714005,1.1161025196365266,0.6697149400830253,0.6874666917903604
38,training,0.06330981,0.6136098392307758,0.2952390062039476,1.1495529904111659,0.693619535339352,0.5552692725795448
39,training,0.06840319,0.5524381250143051,0.2952390062039476,1.1855307699829694,0.713089743009621,0.4395471318216508
40,training,0.114602305,0.5186460167169571,0.29936594063353084,1.2043012827313921,0.7213434770636393,0.3893916909015929
41,training,0.20344669,0.4399919435381889,0.29936594063353084,1.242718366229819,0.7350337256407674,0.2957868397229232
42,training,0.04567892,0.35989874601364136,0.29936594063353084,1.2821555287888455,0.74510491733687,0.20685415236477375
43,training,0.12528044,0.31634560972452164,0.2896271820771971,1.3220982753138881,0.7520221818060845,0.13974591465229375
44,training,0.111886844,0.3414280340075493,0.2896271820771971,1.3624163812878745,0.7565077266871258,0.0831678996858647
45,training,0.06080495,0.1942172385752201,0.2896271820771971,1.402667217654679,0.7587893310640965,0.028388440488819656
46,training,0.15594462,0.19967865943908691,0.2896271820771971,1.4429233460237005,0.7590750354988568,-0.008552823931915752
47,training,0.14688292,0.1767939031124115,0.2896271820771971,1.483252040124006,0.7581579515619438,-0.036942291056190256
48,training,0.18062012,0.13468782976269722,0.21020047447370124,1.5433121465643431,0.7547467767336802,-0.07568808248749542
49,training,0.09549293,0.10874871537089348,0.21020047447370124,1.5833914610405675,0.7512678575976297,-0.09543518428594407
50,training,0.1312983,0.07358574122190475,0.21020047447370124,1.6629389682812672,0.7424328193437817,-0.12542329695658885
51,training,0.059692815,0.08693451713770627,0.21020047447370124,1.722452931880763,0.7345193719756132,-0.13918590233182834
52,training,0.03896695,0.0037617627531290054,0.21020047447370124,1.7621217040539419,0.7286648372139319,-0.15442944261969782
53,training,0.09122277,0.03295649867504835,0.13697060027818056,1.8608415480246465,0.7126820304119564,-0.1605232425124396
54,training,0.108448304,0.033719472121447325,0.13697060027818056,1.920015459787213,0.7029746381545053,-0.16682421269134803
55,training,0.061345004,0.04969757143408061,0.13697060027818056,1.959342760373743,0.6962609268206229,-0.16853175949890356
56,training,0.10116759,0.06845343858003616,0.06656467476162112,2.018440989844784,0.6865253339192539,-0.1568501374025867
57,training,0.07435142,0.06297692749649286,0.06656467476162112,2.077559735271458,0.6775703489535853,-0.14312044317020953
58,training,0.075364195,0.054648660123348236,0.06656467476162112,2.136760482848766,0.6695555143187633,-0.1277699787759221
59,training,0.058640752,0.05099116638302803,0.06656467476162112,2.2160862651954223,0.6599812316323884,-0.11198999253804978
60,training,0.14938514,0.05530384182929993,0.025235019614450425,2.2755518568240047,0.6535575513029838,-0.10359225315189682
61,training,0.094075814,0.05248589999973774,0.025235019614450425,2.3351017458102805,0.6475306355171748,-0.10284988539658213
62,training,0.061597265,0.07029198482632637,0.025235019614450425,2.394833365141017,0.6411589022925377,-0.10974642879014491
63,training,0.030656151,0.08390183374285698,0.025235019614450425,2.4543046771801884,0.6344530099741063,-0.11613259500623987
64,training,0.09355825,0.0904745180159807,0.0038289072006727214,2.5139556112032606,0.6272760420756088,-0.12300801748012971
65,training,0.07080605,0.1267775557935238,0.0038289072006727214,2.573383041844069,0.6196958786665202,-0.1316153458189522
66,training,0.034556456,0.13942625001072884,0.0038289072006727214,2.613064932774783,0.6143394623283711,-0.13671247300227804
67,training,0.12987876,0.15199824422597882,0.0038289072006727214,2.6525738300765096,0.6088086707298969,-0.14232609959985898
68,training,0.05810626,0.18213732168078423,0.0038289072006727214,2.7119736985201364,0.6000666410162493,-0.14939227261952803
69,training,0.06684198,0.1942553799599409,0.029371917868129562,2.751441165013146,0.5940600178146354,-0.15379023352800458
70,training,0.101039834,0.21471633948385713,0.029371917868129562,2.7909897141764546,0.5878223527895589,-0.15907417389139736
71,training,0.1038659,0.24334261007606983,0.029371917868129562,2.850167914245355,0.5781859049264445,-0.1646160399314987
72,training,0.056881383,0.18409815058112144,0.029371917868129562,2.889598439939371,0.5715223884363316,-0.17014451358575203
73,training,0.048925724,0.19536808505654338,0.029371917868129562,2.9289931128037017,0.564686510651396,-0.17371307152028198
74,training,0.062184986,0.21180758811533448,0.06400130478375961,2.9683234231297675,0.5576965039205515,-0.17918255450083775
75,training,0.07851951,0.21748000755906105,0.06400130478375961,3.007677806875276,0.5504528969240119,-0.18471197293055588
76,training,0.09713459,0.2807947639375925,0.06400130478375961,3.0470114048122707,0.5430186242991013,-0.189146114692687
77,training,0.059667267,0.28691375814378256,0.06400130478375961,3.0862264933378576,0.5353708374967072,-0.19644878449544814
78,training,0.08606049,0.30406471714377403,0.06400130478375961,3.125405815289627,0.5274602913583352,-0.20201465853370126
79,training,0.05124162,0.26630277559161186,0.06400130478375961,3.184142141532378,0.5151557856529825,-0.21222075776844515
80,training,0.054456584,0.27209348045289516,0.12537181109948028,3.223176603372366,0.5066318080265075,-0.21764879367186787
81,training,0.037200663,0.37338770367205143,0.12537181109948028,3.262043398518691,0.49839964654832636,-0.18786604292334605
82,training,0.05116371,0.3372468268498778,0.12537181109948028,3.301096664469073,0.49208864676465014,-0.1270462466744121
83,training,0.053869195,0.006050264462828636,0.12537181109948028,3.3598713164813705,0.48758131989688935,-0.027775496011038226
84,training,0.07997118,0.018388133496046066,0.1559926080075162,3.39964555084694,0.48723526055442945,-0.004430019058700785
85,training,0.07448216,0.02369765006005764,0.1559926080075162,3.439721704262636,0.487054463919173,-0.004602102655227488
86,training,0.03659911,0.027365893125534058,0.1559926080075162,3.499607840576146,0.4867796620073555,-0.00484054781837996
87,training,0.04243329,0.03036552108824253,0.1559926080075162,3.5596115387781317,0.48648369778263373,-0.00512299568425519
88,training,0.043660942,0.1305096708238125,0.1559926080075162,3.5995703410163227,0.4862813547360242,-0.005272772172211614
89,training,0.028112272,0.12771180644631386,0.003041929883226383,3.6398218689222515,0.4861123276520586,0.003062207893795516
90,training,0.0249981,0.10568590089678764,0.003041929883226383,3.679524404021947,0.48674449288479404,0.022945414422722753
91,training,0.02985311,0.10897108912467957,0.003041929883226383,3.7195375351559288,0.48783298699891964,0.03180099345583955
92,training,0.02639224,0.09299188479781148,0.003041929883226383,3.7594232470812354,0.48926631738299997,0.04041642251817783
93,training,0.03196503,0.08013669773936272,0.003041929883226383,3.7992194811727837,0.49105111442453414,0.04894041911586863
94,training,0.09490504,0.07944460958242416,0.003041929883226383,3.83927472388146,0.4931613578680078,0.05662425569549529
95,training,0.09948347,0.07316320389509201,0.07514229737753474,3.878966126672747,0.4955627617116185,0.06410513823354426
96,training,0.0185053,0.05976592749357225,0.07514229737753474,3.9388527480987285,0.4997373099458298,0.07496034934403957
97,training,0.034568805,0.04625933617353439,0.07514229737753474,4.018313455876372,0.5062829691799942,0.08986357871330558
98,training,0.024995673,0.06751615554094313,0.07514229737753474,4.058168879723723,0.5100198519432588,0.09710717707399885
99,training,0.08929846,0.04764809831976889,0.11450843780987355,4.117579862185437,0.5162274832200683,0.111149303601172
100,training,0.04948241,0.015562530606985078,0.11450843780987355,4.196581957747232,0.5261256701414402,0.14189708948170535
101,training,0.017852869,0.060037970542907715,0.11450843780987355,4.255750590137256,0.5352590747419055,0.16237520976221076
102,training,0.015866138,0.07271818537265062,0.11450843780987355,4.314767877946542,0.5451330507311833,0.16670596071280339
103,training,0.09128621,0.08281388692557812,0.11220087498586956,4.374002415375559,0.5550517166282776,0.16353235124232363
104,training,0.036108606,0.012985877692699432,0.11220087498586956,4.452928627399522,0.567856374376432,0.1558612722211103
105,training,0.016311964,0.04180003143846989,0.11220087498586956,4.51199519240599,0.5772781333455371,0.1661227948259021
106,training,0.021428263,0.10131170600652695,0.11220087498586956,4.590695645373935,0.5910468039557167,0.17753486077123917
107,training,0.033214808,0.11948619410395624,0.0886152061548927,4.669445614836883,0.6049706604528396,0.16814294332576868
108,training,0.036249198,0.10792696848511696,0.0886152061548927,4.728711619341308,0.6144798024738429,0.14979750414030044
109,training,0.06422209,0.10430529341101646,0.0886152061548927,4.808084069439562,0.6252834308407704,0.12086560630589216
110,training,0.017532457,0.05894995434209706,0.05919365664324742,4.867985486735481,0.6319061687689966,0.09830732926274977
111,training,0.025049318,0.04854222666472197,0.05919365664324742,4.907770026627266,0.6355324947343438,0.08466496367285777
112,training,0.023096684,0.04925446212291717,0.05919365664324742,4.96783024137029,0.6401433536303589,0.06960371287943551
113,training,0.029737998,0.07061994820833206,0.05919365664324742,5.007648294492783,0.6427602857793685,0.0623473761676139
114,training,0.05999415,0.040827011689543724,0.042828494515356086,5.087734334917856,0.6471790406012586,0.046861798084620584
115,training,0.027710868,0.004185851663351059,0.042828494515356086,5.127515592132991,0.6490551207799924,0.04813204768855017
116,training,0.020863708,0.06032354198396206,0.042828494515356086,5.207501578126872,0.652811465004951,0.04281213569587001
117,training,0.03512564,0.037667177617549896,0.042828494515356086,5.247475321964591,0.6543839824572864,0.035323072828087505
118,training,0.063651524,0.025998692028224465,0.03385490221167101,5.327470245061742,0.6567854332627729,0.02629748757555352
119,training,0.03988662,0.03193687088787556,0.03385490221167101,5.387642685612959,0.6582474820809904,0.023113482258778965
120,training,0.014163574,0.058262722566723824,0.03385490221167101,5.447442777684305,0.659585534404717,0.021030173518779463
121,training,0.05125313,0.05028846301138401,0.03385490221167101,5.50756489031702,0.6607046517679072,0.01564171647731428
122,training,0.025573222,0.029933649115264416,0.022807575362787585,5.567527817193899,0.6614830618379309,0.010318960843354959
123,training,0.040698323,0.027835057117044926,0.022807575362787585,5.627479214742271,0.6621195636392497,0.011576227972594845
124,training,0.022516266,0.058313457295298576,0.022807575362787585,5.667467354987882,0.6626277791027401,0.013875749030366608
125,training,0.052577622,0.11006774008274077,0.022807575362787585,5.727505094242988,0.6634662550718821,0.011972301850716368
126,training,0.014974805,0.08373996987938881,0.014571485009479843,5.787639048210337,0.6639403443904612,0.0023313763182129044
127,training,0.014183447,0.07979138195514679,0.014571485009479843,5.867636717770822,0.6634546112450661,-0.015592782298229274
128,training,0.008083694,0.031042445451021194,0.014571485009479843,5.927741612594315,0.6621825605418917,-0.02624222361405708
129,training,0.027651945,0.007248226553201675,0.022767846606040087,5.987687820757978,0.6606352473365852,-0.02249430521591488
130,training,0.015643382,0.040802588686346994,0.022767846606040087,6.027611316917256,0.6599504968066697,-0.010917505015503577
131,training,0.02106027,0.05242584948427976,0.022767846606040087,6.087492474970873,0.6596752924860342,-0.0005500197527923924
132,training,0.003979196,0.049185202457010746,0.022767846606040087,6.147434916958571,0.6597539416674951,0.0017957530310072545
133,training,0.0024786596,0.04428690276108682,0.03512791965817367,6.187454222375958,0.6598175066156944,0.0009113089879478528
134,training,0.018837158,0.06641064584255219,0.03512791965817367,6.267394886220487,0.6598393231700387,-0.00032536890910512265
135,training,0.017047485,0.08371361345052719,0.03512791965817367,6.307538201739256,0.6597790665729277,-0.0029690577208467133
136,training,0.0064591616,0.08513808622956276,0.03512791965817367,6.367427800407083,0.6594369857909985,-0.009718213722501203
137,training,0.056457214,0.06306467484682798,0.03872127993658131,6.427633275346755,0.6585098333616093,-0.02093622136457053
138,training,0.0065917275,0.025684202089905742,0.03872127993658131,6.507562718580739,0.6565646131660731,-0.025770100617856236
139,training,0.0061159357,0.036415962502360344,0.03872127993658131,6.587413883760605,0.6549615052822101,-0.012213681475122255
140,training,0.0070222425,0.03316696733236313,0.0469077072252133,6.64740659926135,0.654709741065344,0.005236927732602142
141,training,0.006323373,0.0008611856028437614,0.0469077072252133,6.707227787199307,0.6555002928448925,0.020603777134708033
142,training,0.042952478,0.07304597087204456,0.0469077072252133,6.7671791500199,0.6568326717083462,0.02162106666908578
143,training,0.003862224,0.0784193817526102,0.04567097052430601,6.847480283116348,0.657774628659715,-0.00395332374767875
144,training,0.004608821,0.04319560155272484,0.04567097052430601,6.907527669938659,0.6566895261922053,-0.03252642836589144
145,training,0.042287324,0.024591236375272274,0.04567097052430601,6.967567528493005,0.6541703880473076,-0.04781632394416759
146,training,0.008379171,0.003875531256198876,0.05376803235306972,7.027472524226522,0.6513869957907079,-0.04176842209809141
147,training,0.033636544,0.07729978859424591,0.05376803235306972,7.087218835276496,0.6492462657285681,-0.030388333721784212
148,training,0.029392641,0.1229783408343792,0.05376803235306972,7.147348588351249,0.6474077066545686,-0.03334098488951971
149,training,0.008183976,0.08107299543917179,0.05376803235306972,7.187272472236601,0.6459041114919338,-0.044944663178112236
150,training,0.008528721,0.02121669426560402,0.05376803235306972,7.267319371803203,0.641499297355497,-0.06009106486692448
151,training,0.017595926,0.022280022501945496,0.05896040833892112,7.306985854798429,0.6391702826762317,-0.053755749965729495
152,training,0.0046972325,0.011383011937141418,0.05896040833892112,7.366925077811475,0.6365535670745104,-0.03182339832805041
