step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad)
1,training,0.10252327,0.2895323038101197,0.0,0.00010829630962087139,0.0003238271613997906,0.001942900988072425
2,training,0.084370375,0.25590778142213816,0.0,0.024226289199667798,0.0003816889377200465,0.0023001357371974303
3,training,0.06530958,0.21902377903461456,0.0,0.044237690976971666,0.00045653322683324773,0.007229955960767191
4,training,0.051682014,0.21508483588695526,0.0,0.08391344579112736,0.0010619413869483979,0.02498631274073079
5,training,0.04813492,0.24800907075405115,0.0,0.12374379928677415,0.00254026269616963,0.05079718892404343
6,training,0.03429893,0.19078370928764343,0.0,0.16344859876181891,0.005120870168276938,0.08079951337256225
7,training,0.018403545,0.0726366639137268,0.0,0.20281627274323383,0.009066326014417984,0.12104868175759201
8,training,0.009300513,0.004356503486633301,0.008919638737297526,0.2419040808254,0.014725614342158898,0.16777976678274684
9,training,0.002551093,0.09673990309238437,0.008919638737297526,0.28076621848627814,0.022369179883809896,0.22281968589788614
10,training,0.0031105778,0.20669512450695038,0.008919638737297526,0.31890166684552773,0.03229163960902812,0.28798177736237746
11,training,0.009630893,0.2521355599164963,0.008919638737297526,0.35616049909644343,0.044749805036817476,0.35893014995206507
12,training,0.019985262,0.2805139869451523,0.008919638737297526,0.3925923182570382,0.0599869718399808,0.43520752878626023
13,training,0.030869676,0.3703739196062088,0.010430629431582806,0.4274241010335592,0.07790894612226096,0.517508720754725
14,training,0.041862357,0.29439516365528107,0.010430629431582806,0.46055320199770095,0.09873304364341218,0.6058007223641053
15,training,0.037787315,0.2699923664331436,0.036803054629249585,0.4917751692075831,0.12242798214288914,0.6907178278334751
16,training,0.042251125,0.29847897589206696,0.036803054629249585,0.5349475514003251,0.16263402362415594,0.8089364865419053
17,training,0.015019417,0.24371249601244926,0.036803054629249585,0.5609560743081959,0.19203252418337316,0.8834370091915036
18,training,0.05078466,0.18548284098505974,0.08606750145526758,0.5961704708044985,0.23953123889870995,0.9769405273620245
19,training,0.006654048,0.18777557834982872,0.08606750145526758,0.617357761318793,0.27263183489649934,1.022840671638691
20,training,0.023967851,0.22502542287111282,0.08606750145526758,0.6372578002658378,0.3067760494722573,1.0599246587526199
21,training,0.032030635,0.31217624247074127,0.08606750145526758,0.6654845670347672,0.3596214764165824,1.098557930948822
22,training,0.030136101,0.3139932081103325,0.08606750145526758,0.6743840257203588,0.3773001613482825,1.1094467276322053
23,training,0.029133929,0.3043782338500023,0.23461486515502525,0.6917006317529406,0.41308529997839255,1.1301871197755742
24,training,0.048489243,0.6221293359994888,0.23461486515502525,0.7088314603500058,0.44948958227702523,1.1165844733154633
25,training,0.034564693,0.7447334304451942,0.23461486515502525,0.7274810052212007,0.4849801400800506,1.0414954970074413
26,training,0.057747018,0.7550266161561013,0.23461486515502525,0.7383503791496223,0.5023869764487625,0.9797627657526915
27,training,0.045219246,0.7049370594322681,0.23461486515502525,0.7776042591810913,0.5498247340155643,0.7772465923576379
28,training,0.1573884,0.5357177369296551,0.31385737921615714,0.7927970859110953,0.563817787739274,0.7114955521256269
29,training,0.14041647,0.4944178611040116,0.31385737921615714,0.8252205515699691,0.5885252787072731,0.5959111142114858
30,training,0.16591118,0.4397328794002533,0.3406291767533387,0.8598762580725433,0.6096605815633717,0.5012165047110951
31,training,0.17629676,0.3764157984405756,0.3406291767533387,0.8778789307864117,0.6190364064691716,0.4591174238059384
32,training,0.06452837,0.31590683013200754,0.3406291767533387,0.9149534323677009,0.635615114570513,0.38390669762794555
33,training,0.15922557,0.30873631127178675,0.35251747921123755,0.9530960877626816,0.6495542198657966,0.31965857553087496
34,training,0.13419995,0.24366564955562353,0.35251747921123755,0.9917533588906735,0.661091703029866,0.25977296293216284
35,training,0.11453043,0.22061492409557107,0.35251747921123755,1.0311423199792868,0.6703629135152329,0.20493621731883307
36,training,0.0786457,0.1507509984076023,0.35251747921123755,1.0708519984352716,0.6776476758305687,0.15821797128267082
37,training,0.0973324,0.13127249851822853,0.312634423109262,1.1107452026866644,0.6831483356700769,0.11788271448365631
38,training,0.08070902,0.07501393184065819,0.312634423109262,1.1506337025666438,0.6871989391269365,0.08427065604823128
39,training,0.12748505,0.049476802349090576,0.312634423109262,1.1908766833229412,0.690019825629493,0.05790244071806828
40,training,0.13917658,0.048480015248060226,0.312634423109262,1.230880681810987,0.6918911491779436,0.0368221144131424
41,training,0.14901698,0.006411511451005936,0.312634423109262,1.2911626876453395,0.6932169370911032,0.006029511182450427
42,training,0.03677335,0.042161084711551666,0.25637513326745565,1.3312279645424492,0.6930978216381687,-0.009323099325904537
43,training,0.038924605,0.03595368564128876,0.25637513326745565,1.351216145567297,0.6928327807019354,-0.018600810911309888
44,training,0.042147618,0.02557135373353958,0.25637513326745565,1.4115276403153874,0.690723791917232,-0.05049879015409288
45,training,0.08817874,0.005662675946950919,0.25637513326745565,1.4514664945753282,0.6883140929107933,-0.0700539557095512
46,training,0.10393283,0.03010234032990411,0.25637513326745565,1.5114965976169235,0.683482937491514,-0.08784388563264582
47,training,0.10667835,0.02003389410674572,0.1736235451376165,1.5511468223181317,0.6799387411964869,-0.09007262777929215
48,training,0.035140898,0.009068080224096775,0.1736235451376165,1.6109661267095179,0.6745150391710818,-0.09061086184168551
49,training,0.047474828,0.002593324752524495,0.1736235451376165,1.6506204141349423,0.6709315610907668,-0.0908000314959367
50,training,0.053005077,0.012162635335698722,0.1736235451376165,1.690459862848271,0.6672941421854653,-0.09151954557199501
51,training,0.023612875,0.05087174568325281,0.1736235451376165,1.7501028108814602,0.661910202444206,-0.08861451861164239
52,training,0.062262986,0.03509144484996796,0.08335740735918058,1.7898941674770186,0.6584815210465779,-0.0825538757251107
53,training,0.050850675,0.054426856338977814,0.08335740735918058,1.8298153850544694,0.655296826721541,-0.0772673494469878
54,training,0.026359512,0.029807133600115776,0.08335740735918058,1.869459510431909,0.652312833265604,-0.07257858901106047
55,training,0.038742397,0.004381423583254218,0.08335740735918058,1.9094166490243119,0.6495242397767734,-0.06754270442964955
56,training,0.029600509,0.01051989523693919,0.08335740735918058,1.9492112921027203,0.6469041705181229,-0.06586027645818057
57,training,0.032263458,0.004956291464623064,0.03715204665385327,1.9890624086467568,0.6442510880937637,-0.06809296212561958
58,training,0.025736319,0.0029260930605232716,0.03715204665385327,2.048942565872803,0.6400810326499053,-0.07057440205853575
59,training,0.032139145,0.007530389353632927,0.03715204665385327,2.0887252369300606,0.6372406485623736,-0.07207720948234086
60,training,0.02462838,0.014618110377341509,0.03715204665385327,2.1486234686385965,0.6329197306963891,-0.07147780122296576
61,training,0.021572813,0.07386362552642822,0.03715204665385327,2.2083472243790405,0.6286058738691787,-0.07301434671519828
62,training,0.022019548,0.10841421410441399,0.00864621221124262,2.2483078233097364,0.6256106396572126,-0.07732160478473951
63,training,0.025404701,0.10679710656404495,0.00864621221124262,2.3080102771800246,0.6206070479505122,-0.09125175390055514
64,training,0.047591556,0.16659532487392426,0.00864621221124262,2.328023103045437,0.6187271976497981,-0.09655371586685409
65,training,0.024024082,0.17722780257463455,0.00864621221124262,2.3677406820196505,0.6146736478638084,-0.10842874872192693
66,training,0.04540255,0.1907205581665039,0.00864621221124262,2.4075439893120816,0.6100523880328776,-0.12333755604552439
67,training,0.024142152,0.18449798971414566,0.00864621221124262,2.4473307114297596,0.6048239103626241,-0.13782484385776944
68,training,0.02324045,0.19418021664023402,0.035374409920841766,2.486878562445103,0.5990516786490917,-0.1528271339374879
69,training,0.03110849,0.20056426525115967,0.035374409920841766,2.5264931270666793,0.592669816895817,-0.16623595036843475
70,training,0.01480437,0.1804441101849079,0.035374409920841766,2.565949325086953,0.5858670523085829,-0.17493049310814623
71,training,0.020781301,0.20206916891038415,0.035374409920841766,2.6052291690141223,0.578741437791451,-0.18400021978900888
72,training,0.021835076,0.2125751972198486,0.035374409920841766,2.6445284260153756,0.5713143243681961,-0.18915788214879198
73,training,0.022997977,0.2009458482498303,0.035374409920841766,2.6837811168923515,0.5637346957252535,-0.19291748337736006
74,training,0.018743752,0.1999329151585698,0.07330949667007633,2.723011081211748,0.5560093734665158,-0.19542443051632546
75,training,0.06130852,0.2111954651772976,0.07330949667007633,2.762195553846423,0.5482901900165863,-0.19301279483236913
76,training,0.06679105,0.22314897179603577,0.07330949667007633,2.8013166930599565,0.5407060958472724,-0.19030688307510824
77,training,0.020446658,0.194568071514368,0.07330949667007633,2.8405754401128114,0.5332452281288583,-0.1846490047452295
78,training,0.023225987,0.1970178186893463,0.07330949667007633,2.8798516217619645,0.5260922254892365,-0.17559940915690556
79,training,0.020439578,0.1907623931765557,0.07330949667007633,2.919116769839984,0.5192847425506767,-0.16692317333638376
80,training,0.06968742,0.18866322934627533,0.11732106013102324,2.97820701955312,0.5099277262899876,-0.14675446966460687
81,training,0.030510474,0.20969218015670776,0.11732106013102324,2.9980985764001247,0.5069784679709878,-0.15198138522055465
82,training,0.06476718,0.1892743781208992,0.11732106013102324,3.037403113059295,0.5017007675399605,-0.10692930529980907
