step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad)
1,training,0.10252319,0.3012654539197684,0.0,0.00010202165677494247,0.00030548978528700756,0.001829023837397269
2,training,0.08624762,0.2635093331336975,0.0,0.026591042790824145,0.00036609122023960875,0.0022113305912517373
3,training,0.07481699,0.25577399879693985,0.0,0.06648560331403403,0.0005683269200446228,0.009023340438112653
4,training,0.06747468,0.2616182863712311,0.0,0.10631698719640864,0.0011726363609666044,0.021577055055373155
5,training,0.056662515,0.21166066825389862,0.0,0.14635740033311273,0.00232805200506813,0.038020428385383116
6,training,0.042068712,0.1795099526643753,0.0,0.18600047846559767,0.004239890809364878,0.05941729685441166
7,training,0.035686992,0.21357160806655884,0.0,0.20582862436525043,0.00555513321306408,0.0733574617346983
8,training,0.027923178,0.16959123313426971,0.00984215471387177,0.2454710088187556,0.009068814645900532,0.1041258452555723
9,training,0.019339457,0.07564708590507507,0.00984215471387177,0.28488595589047827,0.013889584810179779,0.140561397523665
10,training,0.00981832,0.0008943080902099609,0.00984215471387177,0.32398693615010893,0.02027895904034452,0.18473134608724198
11,training,0.004459035,0.009810209274292048,0.00984215471387177,0.3626879603832481,0.028454979598713338,0.23248809346327567
12,training,0.0026994783,0.08743961155414581,0.00984215471387177,0.40092774549630833,0.03857353267815269,0.28706843090401285
13,training,0.00091083656,0.1894998848438263,0.01210076324763521,0.438338690725645,0.050802824513535356,0.3454317739156998
14,training,0.009392659,0.20442599058151245,0.01210076324763521,0.4750949305613656,0.06531878240416229,0.40756522453074534
15,training,0.012908145,0.35377378948032856,0.01210076324763521,0.5281033216388328,0.09128970522289494,0.5053451088401333
16,training,0.033016283,0.3260159008204937,0.026052226546133504,0.5780628270886928,0.12250874754177085,0.6137520438825695
17,training,0.05273664,0.31129301711916924,0.026052226546133504,0.6094268356887194,0.1464051391669362,0.6892449473351255
18,training,0.06545549,0.2361353449523449,0.026052226546133504,0.6387943060645681,0.17247410492660262,0.7642179355216727
19,training,0.09176708,0.49882008135318756,0.06431750668615424,0.6661773701732263,0.20052926936140536,0.822365963705923
20,training,0.028545989,0.30591386556625366,0.06431750668615424,0.7049221883401555,0.24557378564846938,0.8942262457446499
21,training,0.029755116,0.26619352400302887,0.06431750668615424,0.72898845761403,0.2769587049349955,0.9383606322173356
22,training,0.024330337,0.2536625564098358,0.06431750668615424,0.7518295170619166,0.3093768704591983,0.9731490964129715
23,training,0.030312516,0.2977633774280548,0.06431750668615424,0.7737769702740506,0.3426540406895312,1.0020126331469332
24,training,0.045185514,0.3057263493537903,0.1550860976119513,0.7843738434216585,0.35949282029362395,1.0162049648411116
25,training,0.05299411,0.6237791776657104,0.1550860976119513,0.8050429608372511,0.39353486087436534,1.0187763634678335
26,training,0.07842925,0.7197217717766762,0.1550860976119513,0.8271569259989815,0.4274991071859581,0.9525381456164723
27,training,0.034028035,0.6598374396562576,0.1550860976119513,0.8525271891126155,0.45952475153719025,0.842920338764116
28,training,0.035740495,0.6283474266529083,0.1550860976119513,0.8815187396552876,0.4885659999226623,0.728184027820286
29,training,0.11014997,0.551716610789299,0.2516799142962564,0.9133000820503661,0.5139840319271095,0.6203613008223264
30,training,0.08555949,0.4918926805257797,0.2516799142962564,0.9302056495868853,0.5254465694783487,0.5717451313880303
31,training,0.07883634,0.39430171996355057,0.2516799142962564,0.9653237579494317,0.5459008345840117,0.48510830849211783
32,training,0.113600545,0.36951161921024317,0.256744481195727,1.0021306304803588,0.5633945880737685,0.4050703410840274
33,training,0.051492076,0.3214893005788327,0.256744481195727,1.0396919766239006,0.5781422092062832,0.3436399294785022
34,training,0.022154804,0.2837638705968857,0.256744481195727,1.078126982437299,0.5906993587625368,0.2890274710952654
35,training,0.032282807,0.24434024095535278,0.256744481195727,1.0976076087959825,0.5962292258017073,0.2646053177141287
36,training,0.113181785,0.20894282311201093,0.256744481195727,1.1563210433964743,0.6101938896035101,0.20319409569150954
37,training,0.059236288,0.18742222711443904,0.2466214842821603,1.1761002896927342,0.6140842650179479,0.18560367574020195
38,training,0.085413344,0.16642103344202042,0.2466214842821603,1.2156478791421987,0.6208895559046157,0.15616842574037754
39,training,0.10704324,0.15543664619326591,0.2466214842821603,1.2555235733528485,0.6266230387370927,0.12949229321167446
40,training,0.074366204,0.12895186990499496,0.2466214842821603,1.3152417900754954,0.6332610388413016,0.09333092374074994
41,training,0.15170866,0.10918268188834189,0.2466214842821603,1.3553629748306724,0.6366397605034623,0.07490542376449126
42,training,0.0615163,0.06055615469813347,0.16983115402878868,1.415263004272198,0.6403124447029384,0.04809231568664572
43,training,0.036701486,0.039949748665094376,0.16983115402878868,1.4755705692400105,0.6425359776397935,0.027475613566763087
44,training,0.0860595,0.0009767021983861923,0.16983115402878868,1.515423640877251,0.6434238321799393,0.016978764753123647
45,training,0.030390838,0.02337844297289849,0.16983115402878868,1.5756379357740222,0.6441377319063081,0.009394744528757302
46,training,0.027987795,0.02567608281970024,0.08765520941446442,1.6154836586607524,0.6444231621829819,0.0035916241122850205
47,training,0.032487746,0.01686063595116139,0.08765520941446442,1.6757213894022762,0.6442669116722546,-0.008900432116642992
48,training,0.034183215,0.007504206150770191,0.08765520941446442,1.7156106711556585,0.6437785904512912,-0.015710202067298902
49,training,0.049921352,0.0037248991429805773,0.08765520941446442,1.7757707950366288,0.6425626514247862,-0.02403902653389797
50,training,0.04304059,0.012818880728445949,0.043572313613409665,1.8156169795970027,0.6415558809373593,-0.02689098399839456
51,training,0.054863747,0.010960016399621964,0.043572313613409665,1.875683825584439,0.6398906403223679,-0.028104461134844275
52,training,0.02852064,0.022034000139683485,0.043572313613409665,1.915539039394256,0.6387961878264142,-0.02734117334441864
53,training,0.033423953,0.03470080439001322,0.043572313613409665,1.9554879226045725,0.6377360642819482,-0.025329237283289237
54,training,0.043215636,0.053589219227433205,0.043572313613409665,2.0154228115985853,0.6364044716290106,-0.018763019352028103
55,training,0.021395907,0.07133703865110874,0.013039483426587551,2.055317945158589,0.6357936641290809,-0.011681856133383742
