step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad)
1,training,0.10252327,0.30429598130285745,0.0,0.00010837841261683925,0.00032406711587514307,0.001944391164470411
2,training,0.087943584,0.26963271945714945,0.0,0.009375642381685775,0.0003481419300139541,0.0020930572126664376
3,training,0.076240115,0.2509275898337365,0.0,0.04603357335351506,0.00045495754400589814,0.005567426426630893
4,training,0.07113109,0.27735640853643423,0.0,0.08578353493669286,0.0008351962486470864,0.014440121728915492
5,training,0.05912915,0.24361522495746613,0.0,0.12576114551967546,0.0016565017179582828,0.027876795277877665
6,training,0.052088495,0.2218257263302803,0.0,0.16559917758514014,0.003073926830821098,0.04466121521151362
7,training,0.045708433,0.21869185566902155,0.0,0.20524656616775927,0.005291247422925405,0.0677789481638198
8,training,0.037661072,0.21385870873928065,0.0,0.24497880603745717,0.008507853669976695,0.09415742200895211
9,training,0.029759426,0.1354573667049408,0.018041874529837763,0.28447461978320887,0.012818268041871502,0.12452708827013625
10,training,0.01805748,0.055725291371345576,0.018041874529837763,0.32376173444844075,0.018444859428654856,0.16156205732945061
11,training,0.011876282,0.025747582316398676,0.018041874529837763,0.3627808604627775,0.025588153346980825,0.20139406771651347
12,training,0.0044982363,0.007776200771331787,0.018041874529837763,0.401411472142668,0.03437492780749356,0.24778143103834788
13,training,0.004124987,0.0931386798620224,0.02926345621199614,0.43932344466044965,0.04502113809037421,0.3002166457212144
14,training,0.0029420776,0.180999293923378,0.02926345621199614,0.4767856526708417,0.05775736199355191,0.3569076061393501
15,training,0.005456159,0.22896868735551834,0.02926345621199614,0.5134289704496441,0.07271695512074496,0.42000339334117887
16,training,0.013442096,0.3017099164426327,0.02926345621199614,0.5660197932946238,0.0994266614509508,0.5206293581534797
17,training,0.022954386,0.3676672698929906,0.01849143457173971,0.6157270604567641,0.13140105542769986,0.6243126481788229
18,training,0.08103764,0.313879381865263,0.01849143457173971,0.6614799167443544,0.1683827007498221,0.7361533796408944
19,training,0.032129988,0.23329870030283928,0.0313923911022948,0.6897391227232958,0.19587993323211436,0.8069425641924292
20,training,0.0146475965,0.19822725281119347,0.0313923911022948,0.7161735409492982,0.2252646883218094,0.8668578485548882
21,training,0.023165226,0.26058752834796906,0.0313923911022948,0.7526023964011783,0.2719052018591594,0.9441074824979084
22,training,0.042025197,0.23599417507648468,0.1069467466489615,0.7861384429698546,0.32109459321098494,0.9984686622492391
23,training,0.04413869,0.24903704226017,0.1069467466489615,0.7964838176252746,0.33738528559596503,1.006151838706838
24,training,0.06673458,0.518515095114708,0.1069467466489615,0.8181073690508076,0.37080646650844035,0.9826665794462913
25,training,0.063691616,0.5500498712062836,0.1069467466489615,0.8412168222485967,0.40396000369550167,0.9276542724450322
26,training,0.03481291,0.5636670738458633,0.1069467466489615,0.8669715897932411,0.4354347525079833,0.8394137909774383
27,training,0.030507542,0.49731783568859106,0.20919106772043508,0.8956785482229379,0.46455974669906913,0.7430669786001167
28,training,0.08546236,0.4442564956843853,0.20919106772043508,0.9268055453587729,0.4905675350956977,0.6508024546914916
29,training,0.06314731,0.4011116623878479,0.20919106772043508,0.9775380186483167,0.524368855811399,0.5272712022537652
30,training,0.08074726,0.35449622198939323,0.22338018375941282,0.995302794001543,0.5342797643642254,0.4905142017028956
31,training,0.06551559,0.32801578566432,0.22338018375941282,1.0316516410248782,0.5520780785534776,0.4210605015991241
32,training,0.11595299,0.2886205967515707,0.22338018375941282,1.0689241863921097,0.5674218513431275,0.36065546512610047
33,training,0.07575837,0.2461838386952877,0.22338018375941282,1.1072710137022348,0.5806637303579729,0.30580423344406293
34,training,0.038449332,0.2224177718162537,0.21877760333590973,1.1459183248652125,0.5918480984232332,0.258003630669819
35,training,0.07221385,0.1946981381624937,0.21877760333590973,1.1850993074822112,0.6012929038712483,0.2159313869860159
36,training,0.065411314,0.17385081574320793,0.21877760333590973,1.224529308123507,0.6091953863968672,0.18118995022668916
37,training,0.064342104,0.16015151143074036,0.21877760333590973,1.264263518114202,0.6158426366002174,0.1501969559243754
38,training,0.07710433,0.13737409561872482,0.21877760333590973,1.3040001120334508,0.6212494862075894,0.12143320622146565
39,training,0.050699078,0.12313691899180411,0.21877760333590973,1.3439200124928325,0.6256203081494165,0.09756041380928893
40,training,0.033212475,0.11045195534825326,0.14952242851292702,1.4039134898672023,0.6305180900511231,0.06614363399945587
41,training,0.044259507,0.0867748074233532,0.14952242851292702,1.4439290190529315,0.6328022914153777,0.04808067125202657
42,training,0.052274384,0.06956243654713035,0.14952242851292702,1.5041015280822283,0.6349700724851745,0.02527779529902966
43,training,0.053212505,0.041350208688527346,0.14952242851292702,1.564230906849632,0.6359019135428382,0.005951060721020924
44,training,0.09165655,0.001500345766544342,0.07799122941232864,1.6043025881451085,0.635948416833065,-0.002923440267195834
45,training,0.07306616,0.01338055357336998,0.07799122941232864,1.6643154273830905,0.63546687873159,-0.011524461737024446
46,training,0.04718004,0.011477012187242506,0.07799122941232864,1.7043474068504658,0.6349460250053671,-0.014464353750185023
47,training,0.07143348,0.013402807991951704,0.07799122941232864,1.764292693510775,0.6339624036986321,-0.01864514721966037
48,training,0.042053364,0.003963520284742117,0.02998065247747273,1.8043471392193262,0.6331850392585536,-0.020151758316711774
49,training,0.054935448,0.004477030597627163,0.02998065247747273,1.8642252005825035,0.6318975881089327,-0.02326830595176825
