4.279382500191336,-7.09559065399412,0.9935456943289411,0.11343259355415519
-1.240274871556589,-4.479481939370707,0.99963363269916,0.027066591523149826
-7.843042563868411,-5.637080491447502,-0.9386243242141806,0.3449411225027726
-9.402661173752659,-8.823207436450062,-0.7339887495769539,0.6791616269301878
-9.422770728069038,-13.066780046963016,-0.7135860863978092,0.7005675537016102
-9.430533703143867,-13.269291436123419,-0.7185541775133476,0.6954709871577078
-9.435103754833774,-13.468564031897793,-0.7209664025322563,0.6929700184132763
-9.565712040882225,-15.133838729553739,-0.7156446269583425,0.698464578848244
-9.554276501706516,-15.248095725259818,-0.6392556490354914,0.7689942881297707
-9.508667875675371,-15.397856991437155,-0.5490179506922109,0.8358105585703767
